,_id,sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act
135,136,2213,龍安公園,6,4,桃園區,20240715205144,24.99153,121.27619,國豐七街122號對面公園,Taoyuan Dist.,Longan Park,"No.122, Guofeng 7th St.(oppsite)",2,1
136,137,2217,大溪河濱公園,30,1,大溪區,20240715205138,24.89212,121.28389,瑞興段2407地號內停車格,Daxi Dist.,Daxi Riverside Park,No.2407 of Ruixing Section ,27,1
137,138,2218,大明公園,20,9,八德區,20240715205143,24.96875,121.32744,興隆街2號對面公園,Bade Dist.,Daming Park,"No.2, Xinglong St.(oppsite)",8,1
138,139,2219,國軍桃園總醫院,26,14,龍潭區,20240715205119,24.87498,121.23637,中興路179號對面人行道,Longtan Dist.,Taoyuan Armed Forces General Hospital,"No.179, Zhongxing Rd. (opposite)",10,1
139,140,2220,元聖宮,22,1,八德區,20240715205128,24.96384,121.27843,東泰街2號旁空地,Bade Dist.,Yuansheng Temple,"No.2, Dongtai St.",21,1
140,141,2221,大江購物中心,12,5,中壢區,20240715205127,25.00127,121.22939,中園路二段501號前方人行道,Zhongli Dist.,Metrowalk,"No.501, Sec. 2, Zhongyuan Rd.",7,1
141,142,2222,老街溪河川教育中心,12,1,中壢區,20240715205123,24.953739,121.21856,中原路58號前方人行道,Zhongli Dist.,LaoJier River Education Center,"No.58, Gongxue Rd.",10,1
142,143,2224,兒九公園,8,1,大園區,20240715205119,25.005083,121.212793,致遠街致維街口公園內,Dayuan Dist.,Erjiu Park,Zhiyuan St./Jhihwei St.,6,1
143,144,2225,永定二保定三街89巷口,8,0,桃園區,20240715205132,24.99746,121.298213,永定二街保定三街89巷口公園內,Taoyuan Dist.,"Yongding 2nd &amp; Ln. 89, Baoding 3rd St. Intersection","Yongding 2nd St./Ln. 89, Baoding 3rd St.",8,1
144,145,2226,八德霖園公園,20,1,八德區,20240715205118,24.97847,121.300762,介壽路一段16巷73號旁公園人行道,Bade Dist.,Bade Linyuan Park,"No.73, Ln. 16, Sec. 1, Jieshou Rd.(opposite)",19,1
145,146,2227,建德公園,28,5,八德區,20240715205130,24.931091,121.281626,長興路61號對面公園,Bade Dist.,Jiande Park,"No.61, Changxing Rd.(opposite)",22,1
146,147,2228,龍岡圓環,6,1,中壢區,20240715205129,24.926002,121.244046,龍東路龍岡路三段路口,Zhongli Dist.,Longgang Roundabout,"Longdong Rd./Sec. 3, Longgang Rd.",4,1
147,148,2229,成功國小,6,6,桃園區,20240715205121,24.999511,121.306346,中正三街與長春路口,Taoyuan Dist.,Chenggong Elementary School,Zhongzheng 3rd St./ Changchun Rd.,0,1
